ImageID,Labels,Caption
6648.jpg,1,A laptop computer sitting behind a keyboard and mouse. a laptop computer sitting on top of a wooden desk
6649.jpg,1 7,People are riding in cars pulled by an old-fashioned train. a train on a track near a platform
6650.jpg,1,A man riding skis down a snow covered slope. a man riding skis down a snow covered slope
6651.jpg,18,A white dog laying in a piece of luggage on a hard wood floor. a dog laying in a suitcase on the floor
6652.jpg,1 4,A cow standing next to a parked vehicle. a cow that is walking down the street
6653.jpg,1,A woman standing next to a hot dog car near a man. a crowd of people standing around a colorful kite
6654.jpg,1,A woman near tracks under an umbrella feeling for rain a woman holding an umbrella on a rainy day
6655.jpg,1,A couple of pizzas and some pasta at a table. a table topped with plates of food and a pizza
6656.jpg,8 1,A large white truck is sitting on a sidewalk. a dump truck parked on the side of a road
6657.jpg,1 4,A couple of men riding on to of motorcycles with other men sitting on their shoulders. men riding on the back of motorcycles
6658.jpg,1,A child wearing a helmet and holding a baseball bat. a little boy wearing a helmet and holding a baseball bat
6659.jpg,1,A girl surfs on a surfboard in a body of water a woman riding a surfboard on top of a wave
6660.jpg,1 7 15,A train parked inside of a train station next to a platform. a yellow and white train parked at a train station
6661.jpg,18,A dog laying on a grass covered muddy field. a dog with a frisbee in its mouth
6662.jpg,1,Black and white photograph of a man sitting on a toilet. a man sitting on the ground next to a trash can
6663.jpg,15,A bench next to white wall outside of a doorway. a wooden bench sitting in front of a window
6664.jpg,1,A group of people riding skis across a snow covered ground. three people cross country skiing in the snow
6665.jpg,16,Three buzzards are standing on a dry grassy field. a flock of birds standing on top of a dry grass field
6666.jpg,1,A woman trying to bite a taco that is dangling in front of her. a woman holding a donut in her right hand
6667.jpg,1 3 6 8 13,A trailer with a large decorative cupcake on top of it. a truck is parked on the side of the road
6668.jpg,16,some birds on the ground looking a round a flock of geese standing next to each other
6669.jpg,1,A man walking across a tennis court with a racquet. a man holding a tennis racquet on a tennis court
6670.jpg,1 19,A man standing next to a brown horse next to another man. a man is standing next to a brown horse
6671.jpg,18,A large brown cow standing next to a small pug on the side of a hill. a brown cow and a black and white cow in a grassy field
6672.jpg,1,A woman laying in bed next to a doorway. a man laying on the floor in a room
6673.jpg,1,A young girl kicking a soccer ball out of a goal. a girl kicking a soccer ball in the air
6674.jpg,1,Two kids playing on a bed while holding stuffed animals. a little girl playing with a stuffed animal on a bed
6675.jpg,1,A open laptop computer sitting on top of a table. a laptop computer sitting on top of a bed
6676.jpg,13,there is a picture collage of a stop sign and a starbucks sign a red and white photo of a stop sign and a fire hydrant
6677.jpg,1 6,A man sitting on a curb next to a  red sign. a man is standing by a stop sign
6678.jpg,7,Two yellow and red trains parked next to each other. two trains are parked next to each other on the tracks
6679.jpg,1 2,A man riding a skateboard up the side of a ramp. a man riding a skateboard on top of a ramp
6680.jpg,8 18,A large animal standing next to a small dog. a cow standing next to a truck on a grassy field
6681.jpg,5,a close up of a small plane on a run way a small propeller plane sitting on top of an airport tarmac
6682.jpg,8 1 5,A man working on a propeller driven airplane. a white and blue plane sitting on top of a tarmac
6683.jpg,1,A woman standing on top of a tennis court. a woman is playing tennis on a tennis court
6684.jpg,1 2,Three people riding bikes on the side of a road. a man riding a bike down a street next to a group of bicyclists
6685.jpg,1 9,Group of people on beach with ocean waves breaking rhino them. people sitting on a beach near the ocean
6686.jpg,8 3,an orange work truck is near a car a red tow truck parked next to a red fire hydrant
6687.jpg,1,a pair of men looking at the camera with one holding a cell phone two men standing next to each other on a sidewalk
6688.jpg,1 3,A man taking a swing at a tennis ball a man holding a tennis racquet on a tennis court
6689.jpg,10 3,A black car sitting at an intersection waiting for the light a car is stopped at a red light at night
6690.jpg,1,Vases with flowers are setup against a pink backdrop. a table topped with vases filled with flowers
6691.jpg,1,A person in a blue t-shirt riding a surfboard in the ocean. a man riding a wave on top of a surfboard
6692.jpg,1,A woman walking across a beach holding a surfboard. a man carrying a surfboard on top of a beach
6693.jpg,16 1 19,Woman holding the reins of a horse in front of a crowd. a man is leading a horse in a race
6694.jpg,13,A deer stands beside a stop sign on a paved path. a large horned animal standing next to a stop sign
6695.jpg,15,One of the bench boards is curled up like a piece of art. a white bench sitting on top of a sidewalk
6696.jpg,1 3,Some people playing with a disc in a grassy field. two men playing frisbee against each other in a field
6697.jpg,8 3 4,A large item in grey plastic tarp in bed of a truck. a black truck parked in front of a house
6698.jpg,8 5 6,A large passenger sitting on top of an airport runway. a large jetliner sitting on top of an airport tarmac
6699.jpg,1,Two snowboarders next to a bunch of snow boards a man holding a snowboard next to a pile of snow
6700.jpg,10 3,A small blue vehicle driving down a rural road. a car is parked on the side of the road
6701.jpg,1,some people and a white clock tower with a black and white clock a clock tower in the middle of a city
6702.jpg,1,A man holding a neon yellow frisbee on top of a dirt path. a man throwing a frisbee in a park
6703.jpg,1,A group of baseball players standing on a  field. baseball players standing on top of a field
6704.jpg,1,A young girl eats a large slice of cheese pizza. a young girl eating a slice of pizza
6705.jpg,17,A hello kitty bag sitting on a bed next to other items. a variety of items are laid out on a bed
6706.jpg,1 7 15,A man standing inside of a subway train next to doors. a man standing next to a subway train
6707.jpg,1 11 13,a child pushing a toy in the snow. a person on a street with a stop sign
6708.jpg,1 6,A group of passengers stands outside a bus with a flat tire. a truck is parked next to a group of people
6709.jpg,1,A group of young people playing Frisbee in a grassy field. a person in a field with a frisbee
6710.jpg,1 3 6,Some people with some luggage by a building. a man and a woman standing next to each other
6711.jpg,1 3,A elephant that is standing on a sidewalk. a large elephant walking down a road next to a fence
6712.jpg,1 4,A motorcyclist riding on a roadway in the country. a person riding a motorcycle on a highway
6713.jpg,16,Three birds stand together on the branches of a tree. two birds perched on top of a tree branch
6714.jpg,1,A teenager with blue grey hair is wearing a white and blue shirt with a red tie. a young man wearing a red tie and a blue shirt
6715.jpg,1 11,A young girl who is holding a bat next to a fire hydrant. a little girl is playing with a fire hydrant
6716.jpg,1,a boy with his laptop and a big screen a man sitting in front of a laptop computer
6717.jpg,1 15,A young man in black jersey sitting on field with a soccer ball. a man sitting on the ground with a soccer ball
6718.jpg,13,A stop sign on a post sitting in front of a building. a stop sign in front of a church
6719.jpg,5,Two jets fly in formation against a white background four fighter jets flying in formation in the sky
6720.jpg,1,A man standing next to a gray elephant on top of a cement lot. a man standing on top of an elephant statue
6721.jpg,1 2 3 6 8,some men pushing a truck out of a ditch people are riding on the back of a truck
6722.jpg,3 5,a large air plane on a run way a large jetliner sitting on top of an airport tarmac
6723.jpg,1,Two plywood tables with various fruits that include berries and peaches. a wooden table topped with lots of fruit
6724.jpg,1 19,a woman in a top hat sits on a horse a woman riding on the back of a brown horse
6725.jpg,9,a white and red boat on its trailer and some trees a boat that is sitting in the grass
6726.jpg,16 1,A pretty young lady playing a game of frisbee. a woman running to catch a frisbee on the beach
6727.jpg,13,A Stop sign on the side of the road. a stop sign on the side of a road
6728.jpg,1 10,A wooden desk with a laptop computer and two monitors. a person sitting on a desk with a laptop
6729.jpg,9 1,Old time steamboat docked on shore with man on wall looking on. a man standing in front of a boat on a river
6730.jpg,1,Flowers are placed on a lunch table where food has been served for one person. a table topped with a vase filled with flowers
6731.jpg,18,A small black and white dog sitting on a yellow davenport. a black and white dog sitting on a chair
6732.jpg,1 3 5 6,A propeller plane that is on the runway. a small propeller plane parked on the tarmac
6733.jpg,1,A hand holding a Blackberry phone taking a picture. a person holding a cell phone in their hand
6734.jpg,1 18,a man walking down the street with a dog in front of a shop that sell fruit a man standing in front of a fruit stand
6735.jpg,1,The young woman is kicking a soccer ball into the air. a young girl kicking a soccer ball on a field
6736.jpg,1,The group of people are sitting down having a meeting together. a woman sitting in a chair reading a book
6737.jpg,1,A lot of people are out with their umbrellas. people walking down a street with umbrellas
6738.jpg,1,a ball player holding a bet and some business men a man holding a baseball bat next to a fence
6739.jpg,1,The baseball player is in the middle of batting at a pitch. a baseball player swinging a bat at a ball
6740.jpg,1,A man running while holding a frisbee. a man in a field with a frisbee
6741.jpg,17,a cat is laying in a bathroom sink a cat laying on top of a sink in a bathroom
6742.jpg,8 1 3,a woman on skis holding skiing poles on a snow-covered area in front of a parking lot a woman on skis standing in the snow
6743.jpg,1,Two sets of people are at a tennis net. people standing on a tennis court with racquets
6744.jpg,1,A man holding a smart phone on top of a bar. a man sitting at a table with a bottle of wine
6745.jpg,1 7,A picture of a person by a trolley. a person on a subway train
6746.jpg,8 1,Youth baseball game in urban park setting with adults looking on. a baseball player swinging a bat at a ball
6747.jpg,19,A pair of horses harnessed to a cart. two horses pulling a carriage down a street
6748.jpg,1,Two women playing a match of doubles tennis a woman playing tennis on a tennis court
6749.jpg,1,A man cuts a single piece of pie. a person cutting a piece of cake with a knife
6750.jpg,1,A drawing of a baseball player is placed over a picture of home plate a baseball player holding a bat on a field
6751.jpg,4,"Red motor 
scooter parked on the sand with a sunset in background. a motorcycle is parked on a dirt field"
6752.jpg,3,A large red umbrella by a room window. a red umbrella sitting in front of a building
6753.jpg,8 10,A Lego scene of a town with a police car and other vehicles and characters. a variety of items on display in a store
6754.jpg,1,A boy in blue shirt sitting on the top of a refrigerator. a young man sitting on top of a refrigerator in a kitchen
6755.jpg,1,He is intent on another bite of the sandwich. a man eating a sandwich on a bed
6756.jpg,1 3 4,A man on a motorcycle near some tropical tree. a man on a motorcycle in a parking lot
6757.jpg,10 13,A red stop sign hanging from a yellow traffic light. a red stop sign sitting on the side of a building
6758.jpg,1,A man and woman cutting a cake with a  large knife. a man and woman standing next to a cake
6759.jpg,1,A man stands on a snowboard on a tree a man riding a snowboard on top of a tree
6760.jpg,1 3,All sorts of action here between two guys playing soccer. young men playing a game of soccer
6761.jpg,1 10 3 4,A view of a street filled with people. motorcycles parked on the side of the road
6762.jpg,8 1 3,a table that has some vegetables on it a market filled with lots of fresh produce
6763.jpg,1,Various plants and flowers in vases and on the table top. flowers in a vase on a table
6764.jpg,1 6,A red double decker bus on street next to building. a double decker bus driving down a street
6765.jpg,1,A woman holding an umbrella around a bunch of people. a person walking down a street holding an umbrella
6766.jpg,1,A man holding a tennis racket up over his shoulder. a man holding a tennis racquet on a tennis court
6767.jpg,9 1,A woman on a jet ski in clear water. a person riding a skateboard on top of a pool
6768.jpg,1,A little boy in red and red baseball cap bites into a hotdog. a little boy eating a hot dog
6769.jpg,1 3,a number of boxes and luggage bags on the ground a pile of luggage sitting on the side of a road
6770.jpg,1,A metallic oven stove top under a microwave oven. a stainless steel oven with a stove top oven
6771.jpg,10,A traffic light pole sitting in an intersection late at night. a city street at night with traffic lights
6772.jpg,1,A woman falling off a surfboard while riding a wave. a person on a surfboard in the water
6773.jpg,16,some fruit like strawberries sitting next to a container of milk a banana and some fruit on the ground
6774.jpg,1 2 6 7 15,A couple of bikes that are on the side of a train. a train parked next to a train station
6775.jpg,16,Several birds flying over a large body of water. a flock of seagulls flying over a body of water
6776.jpg,1,A man riding a snow board down a snow covered slope. a man riding a snowboard down a snow covered slope
6777.jpg,1 15,Major League Baseball players practice throwing on the field between innings. baseball players are playing baseball on a field
6778.jpg,8 10 3,A traffic light on a street filled with traffic. a traffic light at an intersection in a city
6779.jpg,9 1,Several boats on the water and a large building in the background. a boat traveling down a river next to a tall building
6780.jpg,8 3,A clock on a tower on a grassy area between lanes. a clock tower on the side of a road
6781.jpg,1,A guy is surfing a wave in a pool. a man riding a wave on top of a surfboard
6782.jpg,1,A young man is catching a wave on a blue surfboard. a man riding a wave on top of a surfboard
6783.jpg,1 2 3 6 10,A street corner with a light in front of it. a city street with a traffic light and street signs
6784.jpg,1,A man is making bread in a brick style oven. a man working in a kitchen with a brick wall
6785.jpg,1 19,A male jockey jumps a banister during a competition. a person jumping a horse over a barrier
6786.jpg,1 3,An elephant being examined by two individuals next to a road. a man and woman standing next to an elephant
6787.jpg,1 2,a person in a field flying a kite in the sky a woman flying a kite in a grassy field
6788.jpg,1,A woman taking a swing at a tennis ball a female tennis player in action on the court
6789.jpg,19,Horses grazing in a pasture  with snow capped mountains in the background. a herd of animals grazing on a dry grass field
6790.jpg,1 3 6 8 10 11,A big bus and other traffic on a busy city street. a city bus driving down a city street
6791.jpg,1,A person walking across the street while wearing a banana costume on their head. a woman with a banana on her head walking down the street
6792.jpg,1 10,A cactus in a pot next to a black fence. a fence with a bunch of trees behind it
6793.jpg,1,A group of men in bow ties sitting around a white table. a large group of people sitting at a dinner table
6794.jpg,1,A woman is lounging on a bed in her bedroom. a person laying on a bed in front of a tv
6795.jpg,2 15,A bicycle is chained to a large red clock tower. a clock on a pole in front of a park
6796.jpg,1,A guy holding a tennis racket throwing a ball in the air. a man hitting a tennis ball with a racquet
6797.jpg,1,A kite can be seen gliding through the air. a person flying a kite in a field
6798.jpg,8 1 5,A large Thai jetliner parked on an airport tarmac. a large jetliner sitting on top of an airport tarmac
6799.jpg,1,A kitchen counter that has a blender with a liquid in it and a persons hand holding a red towel over the lid. a person is holding a blender full of liquid
6800.jpg,17,A living room with wood paneling  a couch and chairs. a living room filled with furniture and a fire place
6801.jpg,1 15,A baseball player holding a bat on a field. a baseball player swinging a bat at a ball
6802.jpg,1 3 6,A big blue and white two level city bus on a street. a blue double decker bus driving down a street
6803.jpg,1 2 3 6 8,A pink double decker bus driving past a tall building. a double decker bus driving down a street
6804.jpg,1,someones feet sitting next to a bag as another person looks in their bag a person with their feet on a luggage bag
6805.jpg,1,A pizza with different toppings sitting on top of a table. a large pizza on a table
6806.jpg,1,A young woman in a dark room holding a cell phone and looking at a laptop. a woman using a laptop computer on a desk
6807.jpg,7,A very long bright yellow train on some tracks. a train traveling down train tracks next to a forest
6808.jpg,1 3,People flying many kites in the sky outside. a large group of people flying kites on a beach
6809.jpg,11,A lime green and black fire hydrant in a field. a yellow fire hydrant sitting in the middle of a field
6810.jpg,6,An old silver trailer has been spray painted a truck with graffiti painted on the side of it
6811.jpg,1,A large pizza is seen on a red table in a restaurant. a large pizza sitting on top of a table
6812.jpg,10,Green street sign on a a street pole inside a city. a street sign on a pole in front of a building
6813.jpg,8 3 4 6,A truck that has a back loaded with motorcycles a truck with a bunch of people on top of it
6814.jpg,1,A man kneeling down next to a weird looking snowboard. a man sitting on top of a pile of skis
6815.jpg,18,A brown dog sitting on a couch next to a remote. a dog laying on a couch next to a remote
6816.jpg,1 4,A man in blue apron at a juice vending cart. a fruit stand with bunches of bananas and other fruit
6817.jpg,1,A freshly baked pizza sitting on top of a checkered table cloth covered table. a pizza sitting on top of a white plate on a table
6818.jpg,5,An airplane that is flying through a very large cloud in the sky. a fighter jet flying through a blue sky
6819.jpg,1 18 19,A herd of animals walking across a dry grass field. a herd of cattle standing on top of a dry grass field
6820.jpg,1 2,Two people ride on a bicycle with an open umbrella. a woman riding a bike with an umbrella
6821.jpg,9,Two abandoned boats lay next to each other in the bush. a row of boats sitting on top of a dirt field
6822.jpg,1 3,A woman with a polka dot umbrella walks beside a man in a yellow hat on the sidewalk. two people walking down a street holding umbrellas
6823.jpg,1,A man looking for his luggage at the airport a man standing next to a pile of luggage
6824.jpg,1,people playing baseball on the capitol mall lawn a man swinging a baseball bat at a ball
6825.jpg,17,A cat lays on a quilt on an unmade bad. a cat laying on top of a blanket on a bed
6826.jpg,5,A light airplane flying in a cloudy sky a plane flying in the sky with clouds
6827.jpg,1,A soccer player running and kicking a soccer ball. a man kicking a soccer ball on a field
6828.jpg,1,A man pulling a pizza out of an oven. a man putting a pizza in the oven
6829.jpg,8,A truck is towed in front of a large city building. a white truck parked in front of a building
6830.jpg,9 1,A crowd of people standing around a body of water. a crowd of people flying kites in a park
6831.jpg,1,A young girl sitting at a table with flag like plated food a young boy sitting at a table with a plate of food
6832.jpg,1 3,A boy in a dress shirt and tie standing in front of an old car. a young boy standing in front of a vintage car
6833.jpg,9,A couple of small boats on a beach. a row of boats sitting on top of a sandy beach
6834.jpg,1,A wooden table with a bowl of oranges and a tree. a cat sitting on top of a table next to a bowl of oranges
6835.jpg,7,A railroad train driving past an empty street a train on a track near a road
6836.jpg,1,There are players on the field but the Coca Cola advertisement stands out more. a baseball game in progress with a crowd watching
6837.jpg,1 7,Two Asian men sitting on a train next to one another and holding briefcase bags on their laps. a man and a woman sitting on a train
6838.jpg,19,Three horses are seen grazing on the other side of the water. horses standing on top of a lush green field
6839.jpg,1,A man is swinging at a yellow tennis ball. a man hitting a tennis ball with a racquet
6840.jpg,19,A close up of a horse wearing a decorated harness a horse that is wearing a saddle on its head
6841.jpg,1,A beautiful woman riding a pink surfboard on a wave. a woman riding a wave on top of a surfboard
6842.jpg,8 3 4,A truck has objects in its bed near the other pared cars. a truck parked in front of a building with graffiti on it
6843.jpg,1,A man standing behind a camera on a grass covered field. a man holding a camera while standing on a field
6844.jpg,8 1,Two men loading rocks onto the bed of a truck. a man standing next to a pile of trash on the side of a road
6845.jpg,1,Someone wearing a hoodie skyping with a friend a man is using a laptop computer on a desk
6846.jpg,1,A close up of the batter about to smack the ball. a baseball player swinging a bat at a ball
6847.jpg,1,A surfer riding a wave in the ocean  performing a trick. a person riding a wave on top of a surfboard
6848.jpg,1,A man preparing food inside of a kitchen. a man is preparing food in a kitchen
6849.jpg,1 15,Two people sharing a high five at a baseball game. a baseball player swinging a bat at a ball
6850.jpg,1,A man bottle feeding a baby elephant. a man feeding an elephant with a stick
6851.jpg,1,Family laying around the living room doing various activities. a family sitting in a living room with a fire place
6852.jpg,1 7,A man is looking out a train window with his arms folded on the window sill and an elbow hanging out. a man and a woman looking out of a window
6853.jpg,1 19,Two men wearing red coats and brown hats  riding homemade horses. two men dressed in costumes are dressed in costumes
6854.jpg,1 3,A man standing on a street corner next to a do not enter sign. a person standing on a sidewalk next to a fire hydrant
6855.jpg,1,Two people go skiing across a snowy field. two people riding skis down a snow covered slope
6856.jpg,16,Two large horned animals wander in a field of crops. a herd of cattle grazing on a lush green field
6857.jpg,1,A little girl traveling down a ski mountain posing for a picture. a woman standing on top of a snow covered slope
6858.jpg,15,a wooden table with a tape measure extended on it a wooden bench sitting next to a wooden wall
6859.jpg,8 1 3,Two men and a woman mugging for the camera. a man and woman standing next to each other holding a frisbee
6860.jpg,1,A young boy sitting on a toilet in front of his sister with her pants down. two boys sitting on a toilet in a bathroom
6861.jpg,1 4 11 15 18,a man on a motorcycle talks to another man on the sidewalk. a man and a little girl riding on a motorcycle
6862.jpg,1,A Seattle Mariner's baseball player is up to bat at a baseball park. a baseball player holding a bat on top of a field
6863.jpg,1,A man flying a large kite in the sky. a man flying a kite in the air
6864.jpg,1 6 15,A bus pulling up to a bus stop with people waiting. a double decker bus parked on the side of a street
6865.jpg,1,two people trying out phones at a phone display area people are looking at their cell phones in a store
6866.jpg,1,lady under an umbrella walking in the rain. a woman walking down a street with an umbrella
6867.jpg,1,Woman are outside serving people food on a large table. people standing around a table with plates of food
6868.jpg,5,A black and white photo of an Air Ferry airplane sits in a terminal. an airplane parked on the tarmac at an airport
6869.jpg,8 1 3,A tow truck with a van on back of it. a truck is parked on the side of the road
6870.jpg,1 9,A man riding a jet ski in rough ocean waters. a man riding a wave on top of a surfboard
6871.jpg,11,A yellow fire hydrant next to some trees and a curb. a yellow fire hydrant sitting on the side of a road
6872.jpg,1,A little girl sitting next to two teddy bears. a little boy sitting on a bed with stuffed animals
6873.jpg,1,a man is holding a flying disk outside a man in a park holding a frisbee
6874.jpg,1 3,Outdoor patio seating of a restaurant with umbrellas and a pagoda in the background. a dining room table with chairs and umbrellas
6875.jpg,1,A young man seated uses a Wii mote. a man sitting in a library holding a book
6876.jpg,1,A person riding a wave on a surfboard. a man riding a wave on top of a surfboard
6877.jpg,17,a close up of a cat in a window a cat sitting in a window
6878.jpg,1 15,A person sitting in front of several items of food. a man sitting on a bench next to a pile of food
6879.jpg,1,Crowded sidewalks are lit by shop signs in a Japanese city at night. people are walking down the street at night
6880.jpg,1,A man holding a racket playing tennis at the court a man on a court with a tennis racket
6881.jpg,1,People watching performers with large animal kites on a beach people flying kites on a beach
6882.jpg,1 2 3 4 6 7,A row of bicycles parked next to each other. bicycles parked next to each other on a sidewalk
6883.jpg,1,A man is making an intense face and holding a tennis racket. a man holding a tennis racquet on a tennis court
6884.jpg,8 1 19 6,A few people are wearing a horse outfit near a man in uniform. a horse standing on top of a lush green field
6885.jpg,1 15,A line of people riding elephants are fording a river people riding on the backs of elephants through a river
6886.jpg,1,A large display filled with bananas for sale. bunches of bananas hanging from the ceiling of a store
6887.jpg,3 6,a public transit bus on a city street a bus is parked on the side of the road
6888.jpg,5,The underside of a plane flying in the sky a large jetliner flying through a blue sky
6889.jpg,1,A man hitting a tennis ball with racket a man playing tennis on a tennis court
6890.jpg,1,A young girl reaching for a hot dog on a platter a young girl eating a hot dog at a table
6891.jpg,15,A covered walkway lined with wooden bench and pillars.. a train station with benches and a walkway
6892.jpg,1,A fancy chocolate dessert on a white serving plate. a cake on a plate on a table
6893.jpg,1,A man holding a small disk in a field of grass a man standing in a field holding a frisbee
6894.jpg,17,A cat standing in front of a small mirror. a cat sitting in a bath tub next to a sink
6895.jpg,1,Two baseball team mates giving each other a high five. baseball players standing on top of a field
6896.jpg,18,A small white dog wearing a pink shirt on a couch next to a remote. a small white dog sitting on top of a couch
6897.jpg,1,A man skateboarding past a nude statue. a man riding a skateboard on top of a cement wall
6898.jpg,17 18 1,A dog and a cat sit side by side looking up at their master wanting to go outside. a dog and a cat sitting on the floor
6899.jpg,1,People watching others skateboard at a skateboard park. a man riding a skateboard on top of a skateboard ramp
6900.jpg,16,A hummingbird getting a drink from a feeder. a hummingbird feeding on a hummingbird feeder
6901.jpg,8 18,a dog sitting in a truck with its head out the window a dog that is sitting in the back of a truck
6902.jpg,18 3,A large black dog standing near an open suitcase. a black bear standing in the middle of a yard
6903.jpg,1,A man is standing  playing an interactive game on the tv set. a man playing a video game in a living room
6904.jpg,3 4,A motorcycle is parked inside of a house. a motorcycle parked in front of a window
6905.jpg,16,Five cows standing in a grassy field surrounded with trees. cows grazing in a grassy field
6906.jpg,1,The ladies are playing soccer outside in the field. a woman kicking a soccer ball on a field
6907.jpg,8 1 4,A group of men riding on the back of motorcycles. a large group of people standing around a motorcycle
6908.jpg,16 1,A man and a little  girl flying a kite on a field. a woman is flying a kite in a field
6909.jpg,1,Smiling woman holding a pastry in a restaurant. a woman holding a sandwich in front of her face
6910.jpg,5,Four jets do barrel rolls across the open sky. four airplanes are flying in the sky with smoke coming out of them
6911.jpg,16,Black and white photograph of three giraffes and a bird. two giraffes standing next to each other in a field
6912.jpg,1 2,A man is riding a 10 speed bicycle without holding the handlebars. a man riding a bike next to a fence
6913.jpg,17 2,A bike parked in a parking space next to a wall. a cat laying on the ground next to a bike
6914.jpg,1,A young boy holding two skis poles on top of a snow covered slope. a woman on skis standing on top of a snow covered slope
6915.jpg,13,A stop sign that has been written and signed on. a stop sign with graffiti on it
6916.jpg,1,The vegetables are on the counter in the kitchen. a cutting board with a knife and some vegetables on it
6917.jpg,16,A large bird on the beach stretching its wing. a seagull standing on a beach next to the water
6918.jpg,1,A hand holding open a cell phone with it's fingers. a person holding a cell phone in their hand
6919.jpg,16,A bird flying next to a building with a rusted pipe. a building with a bird flying over it
6920.jpg,1,a person on skis stands in the snow a man riding skis down a snow covered slope
6921.jpg,1,A baseball player flies over another looks as if he is tripping a baseball player sliding into a base during a game
6922.jpg,1 3 4 6,An emergency response person is on a motorcycle. a police officer riding a motorcycle down a street
6923.jpg,18,A small brown holding a frisbee in it's mouth. a dog with a frisbee in its mouth
6924.jpg,1,A person looking at a blue  red and white kite in a sky. a man flying a kite in the air
6925.jpg,1,a man jet skiing holding onto a cord in the water. a man on a board in the water
6926.jpg,1,A woman smoking a cigarette and using her cell phone. a woman looking at her cell phone in front of a store
6927.jpg,1 2 3 7 10,A blue and orange train traveling past a shopping center. a train on a train track near a street
6928.jpg,1,A crowd of people standing next to a pile of surfboards. a crowd of people standing on top of a beach
6929.jpg,15,a bench is around a tree with flowers around the area a tree in the middle of a grassy area
6930.jpg,1 2,A man riding a bike while holding a surfboard. a man riding a surfboard down a street
6931.jpg,1 19,a child wearing riding pants and riding hat on brown horse a person riding a horse on a dirt track
6932.jpg,9 2 3 1,A boat in the middle of the river in a town. a small boat traveling down a river in a city
6933.jpg,18,Dog wearing orange life jacket on board in water. a dog on a surfboard in the water
6934.jpg,19 7,A train segment stopped on train tracks in a field. a horse pulling a cart down a dirt road
6935.jpg,9 1,A body of water filled with rusted run down boats. a marina filled with lots of boats and people
6936.jpg,1 10 15 7,A red and blue train traveling through a rural countryside. a train on a track in a rural area
6937.jpg,1 19,Two horses wearing saddles  grazing at the far end of a field. a white horse standing in a grassy field
6938.jpg,1 10 3 6,A cup of coffee sitting next to a doughnut on a table. a donut sitting on top of a table next to a cup of coffee
6939.jpg,16 1 9 15,A group of people sitting and standing around a bench. people sitting on a bench near a body of water
6940.jpg,1 3 4,A carousel in the foreground with a large building in the background. a city street with a tall building with a clock tower
6941.jpg,3,A zebra sticking it's head inside of a car door window. a zebra standing next to a car in a parking lot
6942.jpg,1,a white tower with two clocks and some buildings a tall clock tower with a clock on each of it's sides
6943.jpg,8 1 19,A woman and a horse walk towards a truck a horse standing on top of a lush green field
6944.jpg,1,A woman getting her hand licked by a giraffe. a woman feeding a giraffe at a zoo
6945.jpg,1 3 6 8 10,A double decker buses drives down a street in the city. a double decker bus driving down a street
6946.jpg,1,An distance view of a baseball player preparing to hit the ball. a batter  catcher and umpire during a baseball game
6947.jpg,18,A dog jumping to catch a frisbee in the grass a dog jumping in the air to catch a frisbee
6948.jpg,18,A potted plant sitting on the porch of a home. a dog looking out the window of a house
6949.jpg,1 6,A group of people carrying bags of luggage towards a bus. a crowd of people walking down a street with luggage
6950.jpg,1 3 5,Plane getting ready for takeoff on the runway at airport. a large jetliner sitting on top of an airport tarmac
6951.jpg,1,A woman with black hair sitting next to a woman in a red flowery dress. a woman sitting in a chair next to a little girl
6952.jpg,1 2 15,Bicycles parked at a picnic bench near a field of cows. a woman sitting on a bike next to a fence
6953.jpg,1,A group of black sheep in a field. a herd of sheep standing on top of a lush green field
6954.jpg,10 3,The sign is setting in this picture outside. a traffic light with a street light on it
6955.jpg,1 10 3 7,This ride is a train taking families around a track a train that is going down the tracks
6956.jpg,1,A cook coking meat next to veggies and tofu on a girl. a person cutting up some meat on a grill
6957.jpg,1,A blonde woman standing on a tennis court hitting a tennis ball. a woman swinging a tennis racket at a ball
6958.jpg,1,A group of people sitting on a couch playing a game on the Nintendo Wii. people sitting on a couch playing a video game
6959.jpg,1,A man holds a surfboard as he walks up the stairs. a person walking on a beach with a surfboard
6960.jpg,1,A child herds a group of sheep near water. a boy is walking with a herd of sheep
6961.jpg,1,A crowded park on a cloudy day shows many kites flying in the air like colorful dots. a large group of people flying kites in a field
6962.jpg,17,A gray and white cat eating carrots on top of a table. a black and white cat and a banana
6963.jpg,8 9,A street scene with a semi truck pulling a boat. a white truck driving down a street next to a white boat
6964.jpg,14,A parking meter sitting next to a building. a brick building with a red brick wall
6965.jpg,1,A man riding on a white surfboard in the ocean. a man riding a wave on top of a surfboard
6966.jpg,1,A baseball player at the plate getting ready to bat. a baseball player holding a bat on a field
6967.jpg,3,Street signs on freeway with trees and sky a highway with a lot of traffic on it
6968.jpg,1,an old black and white photo of two people standing next to a table wit ha cake a man and a woman cutting a wedding cake
6969.jpg,15,Two benches on top of a grass covered hillside. a row of wooden benches sitting on top of a grass covered hillside
6970.jpg,1,People are sitting on the couches and chairs while they converse. a living room filled with people sitting on couches
6971.jpg,1,A girl sitting on a surfboard in the ocean. a woman sitting on a surfboard in the ocean
6972.jpg,1,A group of people throw a frisbee to each other. a man throwing a frisbee to another man
6973.jpg,16,An owl is sitting in the tree branch a bird perched on top of a tree branch
6974.jpg,1,A woman waterskiing with green hills in the background. a woman is water skiing on a lake
